Calle,Codigo,Colonia,Municipio_Delegacion,Ciudad,Estado,Latitud,Longitud,Clientes
Av. Revolucion,64860,Contry,Monterrey,Monterrey,Nuevo León,25.62683335,-100.2735678,1052
Libramiento Saltillo - Laredo,66000,Villa De Garcia,Garcia,Garcia,Nuevo León,25.730633,-100.527821,1066
Av. Benito Juarez,66050,Las Encinas,General Escobedo,General Escobedo,Nuevo León,25.79159672,-100.306307,1024
Avenida Prolongacion Madero,64000,Monterrey Centro,Monterrey,Monterrey,Nuevo León,25.68665854,-100.2640312,983
Ocampo,64000,Monterrey Centro,Monterrey,Monterrey,Nuevo León,25.66531598,-100.3116175,944
Edison,64480,Talleres,Monterrey,Monterrey,Nuevo León,25.68885677,-100.3330958,1032
Av Guerrero,64500,Del Norte,Monterrey,Monterrey,Nuevo León,25.7143202,-100.309059,882
Av Felix U Gomez,64510,Juana De Arco,Monterrey,Monterrey,Nuevo León,25.70653721,-100.2834774,909
Av. Paseo De La Luz,64898,Pedregal La Silla,Monterrey,Monterrey,Nuevo León,25.60216906,-100.2568754,1040
Ruiz Cortines,64530,Moderna,Monterrey,Monterrey,Nuevo León,25.7034062,-100.287554,1019
Colon,64580,Terminal,Monterrey,Monterrey,Nuevo León,25.68439822,-100.2976013,872
Colon,64590,Agricola,Monterrey,Monterrey,Nuevo León,25.68163008,-100.276025,1009
Av. Paseo De Los Leones,64610,Cumbres,Monterrey,Monterrey,Nuevo León,25.72087527,-100.3870325,979
Zacatepec,64180,Valle Morelos,Monterrey,Monterrey,Nuevo León,25.72391387,-100.3433229,978
Islandia,64620,Vista Hermosa,Monterrey,Monterrey,Nuevo León,25.69844669,-100.3659456,915
Hilario Martinez,64700,Nuevo Repueblo,Monterrey,Monterrey,Nuevo León,25.661184,-100.303969,872
Junco De La Vega,64700,Tecnologico,Monterrey,Monterrey,Nuevo León,25.65383831,-100.2896216,1030
Garcia Vigil,68000,Oaxaca Centro,Oaxaca De Juarez,Oaxaca De Juarez,Oaxaca,17.063064,-96.725443,7414
Av. Chapultepec,64240,Bocanegra,Monterrey,Monterrey,Nuevo León,25.6671731,-100.2809717,880
Penitenciaria,64250,Ferrocarrilera,Monterrey,Monterrey,Nuevo León,25.72346133,-100.3367874,1021
Av Acapulco,66647,Hacienda Las Margaritas I,Apodaca,Apodaca,Nuevo León,25.71490944,-100.1553368,943
Ave. Suizos,66648,Santa Fe I,Apodaca,Apodaca,Nuevo León,25.72968369,-100.1726928,959
Ricardo Margain,66220,Del Valle,San Pedro Garza Garcia,San Pedro Garza Garcia,Nuevo León,25.655188,-100.352683,1049
Rio Moctezuma,66220,Del Valle,San Pedro Garza Garcia,San Pedro Garza Garcia,Nuevo León,25.65671255,-100.3625266,907
Av. Vasconcelos,66220,Del Valle,San Pedro Garza Garcia,San Pedro Garza Garcia,Nuevo León,25.65478383,-100.3830581,898
Calle Constitucion,67850,Galeana,Galeana,Galeana,Nuevo León,24.80756714,-100.0659876,886
12 De Octubre,63737,San Vicente,Bahia De Banderas,Bahia De Banderas,Nayarit,20.74938986,-105.2523931,1784
16 Sur,72590,*Los Heroes Puebla,Puebla,Puebla,Puebla,18.97778634,-98.21778351,2730
Carr.Fede.Mex.Puebla,72760,Momoxpan,San Pedro Cholula,San Pedro Cholula,Puebla,19.07639482,-98.26232583,2746
Periferico Ecologico,72810,San Andres Cholula,San Andres Cholula,San Andres Cholula,Puebla,19.06171,-98.31027,2727
Av. Zaragoza,73089,San Isidro,Xicotepec,Xicotepec,Puebla,20.2617508,-97.96243984,2732
16 De Septiembre,73160,Huauchinango,Huauchinango,Huauchinango,Puebla,20.1700177,-98.0579087,2782
Av. Berriozabal,87050,Morelos,Victoria,Ciudad Victoria,Tamaulipas,23.74010386,-99.13722454,896
Sierra San Carlos,87060,Tamatan,Victoria,Ciudad Victoria,Tamaulipas,23.71048419,-99.18066509,886
Libramiento Emilio Portes Gil,87070,Siete De Noviembre,Victoria,Ciudad Victoria,Tamaulipas,23.71493,-99.17812,914
Francisco I. Madero,81257,Los Tabachines,Ahome,Los Mochis,Sinaloa,25.78479432,-108.9785833,818
Belizario Dominguez Y A.Cano,81259,El Parque,Ahome,Los Mochis,Sinaloa,25.79412012,-108.978926,963
Blvd. Rio Fuerte Y Calle Jesus Ortega,81271,Sierra Bonita,Ahome,Los Mochis,Sinaloa,25.77789084,-109.0145066,940
Av.Bienestar Y G.Leyva,81280,Bienestar,Ahome,Los Mochis,Sinaloa,25.78388447,-108.9985026,830
Degollado Y Ave. Bienestar,81280,Insurgentes Obrera,Ahome,Los Mochis,Sinaloa,25.78162557,-108.9946144,921
Calle Benito Juarez Y Av. Seis Sur.,81910,San Jose De Gracia,Sinaloa,Sinaloa,Sinaloa,25.8198,-108.2249,914
Calle Fco. I. Madero Y Av. Niños Heroes.,81910,San Jose De Gracia,Sinaloa,Sinaloa,Sinaloa,25.8236,-108.2199,891
1A. Calle De Hidalgo,73300,*Centro,Chignahuapan,Chignahuapan,Puebla,19.83784395,-98.03141634,2858
Carretera Federal Apizaco-Tejocotal Rancho Almeya,73300,Chignahuapan,Chignahuapan,Chignahuapan,Puebla,19.79095198,-98.03178391,2818
Av.Juarez,76900,El Pueblito,Corregidora,Corregidora,Querétaro,20.52481211,-100.4436443,1493
Blvd. Josefa Ortiz De Dominguez Esq. Con Carretera,81320,Gustavo Diaz Ordaz,Ahome,Ahome,Sinaloa,26.27188644,-109.041375,965
Avenida Bernardo Vazquez,82010,Lomas Del Mar,Mazatlan,Mazatlan,Sinaloa,23.21595273,-106.4139836,847
Avenida Del Mar,82017,Telleria,Mazatlan,Mazatlan,Sinaloa,23.22815764,-106.4296652,937
Carretera Ahome - San Jose De Ahome Esq. Con Calle,81336,El Aguajito,Ahome,Ahome,Sinaloa,25.94376908,-109.2478597,882
Av.Pasadena,81364,Campo La Arrocera,Ahome,Ahome,Sinaloa,25.7565662,-108.9827901,899
Carr. A Mocorito Y Blvd. Morelos,81400,Guamuchil Centro,Salvador Alvarado,Guamuchil,Sinaloa,25.45842767,-108.0613145,1017
Carretera Cardenas-Vhsa Km 8,86103,Anacleto Canabal 1Ra Seccion,Centro,Villahermosa,Tabasco,17.98265,-93.0124,2578
Av. San Salvador Mza. 46,77028,Ocho De Octubre,Othon P Blanco,Chetumal (Ciudad Chetumal),Quintana Roo,18.5102188,-88.31595115,1097
Av. Enrique Dunant,81469,Los Parques,Salvador Alvarado,Guamuchil,Sinaloa,25.44928793,-108.0764076,810
J. Nuuez De Caceres,87140,Las Palmas,Victoria,Ciudad Victoria,Tamaulipas,23.74235697,-99.14125988,862
Calzada Del Centenario  S/N  Mz 034,77086,Solidaridad,Othon P Blanco,Chetumal (Ciudad Chetumal),Quintana Roo,18.53272531,-88.2784492,1077
Hidalgo,86700,Macuspana,Macuspana,Macuspana,Tabasco,17.759231,-92.593503,2529
Avenida Del Mar,82030,Reforma,Mazatlan,Mazatlan,Sinaloa,23.21309542,-106.420918,956
Leyes De Reforma,87340,Santa Elena,Matamoros,Matamoros,Tamaulipas,25.86245278,-97.52338155,879
Puertorico,87344,Puerto Rico,Matamoros,Matamoros,Tamaulipas,25.85239291,-97.52850522,940
Av. 12 De Marzo,87348,Jose Lopez Portillo,Matamoros,Matamoros,Tamaulipas,25.86996626,-97.5373839,817
Avenida De La Marina,82120,El Toreo,Mazatlan,Mazatlan,Sinaloa,23.24894602,-106.4362442,901
Avenida La Marina,82123,Alameda,Mazatlan,Mazatlan,Sinaloa,23.24169903,-106.4339357,889
Carretera Victoria-Monterrey,87249,Plan De Ayala,Guemez,Guemez,Tamaulipas,23.79003884,-99.15064703,796
Carretera Internacional Km.112+300 Los Mochis-Culi,81520,Villa Benito Juarez,Salvador Alvarado,Salvador Alvarado,Sinaloa,25.47563916,-108.1599709,924
Av.Constitucion Esq.Calle Juan E.Chaparro,81610,Alhuey,Angostura,Angostura,Sinaloa,25.3803482,-108.1319628,844
Av Carlos Madrazo Esq Carlos Ramos,86800,Teapa,Teapa,Teapa,Tabasco,17.5609026,-92.95013044,2697
Av Gregorio Mendez Esq Eduardo D. Cardenas,86800,Teapa,Teapa,Teapa,Tabasco,17.5517783,-92.9514638,2626
Calle Lucio Blanco Y Blvd. Fco. I. Madero,81690,Independencia,Angostura,Angostura,Sinaloa,25.05342474,-107.914469,1009
Avenida Gonzalez,87300,Matamoros Centro,Matamoros,Matamoros,Tamaulipas,25.88023967,-97.50496737,912
Calle Catorce,87300,Matamoros Centro,Matamoros,Matamoros,Tamaulipas,25.87834909,-97.51102642,801
Morelos,87300,Matamoros Centro,Matamoros,Matamoros,Tamaulipas,25.87887593,-97.50791528,875
Ave.Fco.I.Madero Y Rio San Lorenzo,81240,Scally,Ahome,Los Mochis,Sinaloa,25.79739038,-109.0001029,871
Blvd. Macario Gaxiola Y Av. Serapio Rendon.,81250,Cuchilla Jiquilpan,Ahome,Los Mochis,Sinaloa,25.78839828,-108.9782092,831
Carretera Los Mochis-San Blas,81890,Mochicahui,El Fuerte,El Fuerte,Sinaloa,25.94181754,-108.9268599,884
3 Oriente,72500,Analco,Puebla,Puebla,Puebla,19.04010659,-98.19182516,2795
Blvd Heroes Del 5 De Mayo,72500,Analco,Puebla,Puebla,Puebla,19.0380497,-98.19564369,2768
31 Oriente,72530,Anzures,Puebla,Puebla,Puebla,19.02790859,-98.19689384,2759
43 Oriente,72534,Huexotitla,Puebla,Puebla,Puebla,19.02719376,-98.20785936,2761
2 Oriente,72980,Amozoc De Mota,Amozoc,Amozoc,Puebla,19.04510746,-98.04419733,2776
Blvd. Miguel Hidalgo,76800,San Juan Del Rio Centro,San Juan Del Rio,San Juan Del Rio,Querétaro,20.37759862,-99.99905648,1474
Miguel Hidalgo,76800,San Juan Del Rio Centro,San Juan Del Rio,San Juan Del Rio,Querétaro,20.39637991,-99.99552369,1332
Av Universidad,76804,Banthi,San Juan Del Rio,San Juan Del Rio,Querétaro,20.38964907,-99.95683918,1442
Rio Papagayo,72570,Jardines De San Manuel,Puebla,Puebla,Puebla,19.01346909,-98.19317325,2742
Blvd Camino Del Batan,72574,Lomas Del Marmol,Puebla,Puebla,Puebla,19.00022617,-98.18081782,2724
11 Sur,72410,Barrio Santiago,Puebla,Puebla,Puebla,19.04328087,-98.20943677,2872
Carret Fed Pue Tehuacan,75200,Tepeaca,Tepeaca,Tepeaca,Puebla,18.92780911,-97.86193639,2704
Carretera San Luis Matehuala,78850,Villa De Guadalupe,Villa De Guadalupe,Villa De Guadalupe,San Luis Potosí,23.16926283,-100.54194,2153
2 Poniente,75700,Tehuacan Centro,Tehuacan,Tehuacan,Puebla,18.4652,-97.39643,2717
1 Norte,75700,Tehuacan Centro,Tehuacan,Tehuacan,Puebla,18.46931,-97.39277,2887
Av. Jose Garci Crespo,75730,Jacarandas,Tehuacan,Tehuacan,Puebla,18.4747,-97.39584,2759
Blvd Aldama,75760,La Arcadia,Tehuacan,Tehuacan,Puebla,18.46211785,-97.40649627,2844
Independencia Poniente,75768,Tehuacan,Tehuacan,Tehuacan,Puebla,18.46364,-97.40636,2802
Libramiento Tecnologico San Marcos,75790,El Humilladero,Tehuacan,Tehuacan,Puebla,18.44129,-97.38002,2700
Av Jacarandas,76175,Los Virreyes,Santiago De Queretaro,Queretaro,Querétaro,20.58046444,-100.4091881,1517
Camino Real De Carretas,76060,Loma Dorada,Santiago De Queretaro,Queretaro,Querétaro,20.59345338,-100.3487195,1480
Hercules,76069,Hercules,Santiago De Queretaro,Queretaro,Querétaro,20.60248045,-100.3466984,1463
Carretera A Huimilpan,76074,Vista Alegre,Santiago De Queretaro,Queretaro,Querétaro,20.56477504,-100.3774278,1451
Av De Las Torres,72310,Amalucan Infonavit,Puebla,Puebla,Puebla,19.05200782,-98.14679995,2871
Boulevard Xonacatepec,72310,Bosques De San Sebastian,Puebla,Puebla,Puebla,19.06528735,-98.12176429,2821
Campestre,72310,Bosques De San Sebastian,Puebla,Puebla,Puebla,19.05824272,-98.12634893,2862
Independencia,72320,Chapultepec,Puebla,Puebla,Puebla,19.04165416,-98.14632992,2724
Camelinas,76100,Jurica,Santiago De Queretaro,Queretaro,Querétaro,20.67774466,-100.4521756,1510
Hacienda Buenavista,76180,Jardines De La Hacienda,Santiago De Queretaro,Queretaro,Querétaro,20.5702835,-100.4081841,1304
Fernando Altamirano,76086,Los Candiles,Corregidora,Queretaro,Querétaro,20.54646683,-100.406073,1521
Camino Real A Cholula,72813,Campestre Morillotla,San Andres Cholula,San Andres Cholula,Puebla,19.05005586,-98.26993617,2765
4To Retorno Osa Menor,72820,Residencial San Bernardino,San Andres Cholula,San Andres Cholula,Puebla,19.01533,-98.26809,2703
Ezequiel Montes,76000,Santiago De Queretaro Centro,Santiago De Queretaro,Queretaro,Querétaro,20.59647214,-100.3997152,1403
Av.Zaragoza Ote,76000,Santiago De Queretaro Centro,Santiago De Queretaro,Queretaro,Querétaro,20.59091605,-100.3845544,1500
Carretera Costera   Del Pacifico Km 137.5,71980,Puerto Escondido,San Pedro Mixtepec-Juquila,San Pedro Mixtepec-Juquila,Oaxaca,15.87146,-97.09014,7488
9 Oriente,72000,Puebla Centro,Puebla,Puebla,Puebla,19.03985244,-98.19749693,2844
23 Poniente,72180,Belisario Dominguez,Puebla,Puebla,Puebla,19.04971009,-98.23119086,2752
2 Norte,72000,Puebla Centro,Puebla,Puebla,Puebla,19.0513855,-98.19271382,2898
3 Oriente,72000,Puebla Centro,Puebla,Puebla,Puebla,19.0419938,-98.19627971,2766
5 Sur,72423,*El Ingeniero,Puebla,Puebla,Puebla,19.03833303,-98.2061408,2844
4 Poniente,72000,Puebla Centro,Puebla,Puebla,Puebla,19.04592203,-98.19808592,2856
Autopista Mexico Puebla,72019,Parque Industrial Cinco De Mayo,Puebla,Puebla,Puebla,19.08499196,-98.19033573,2882
Blvd Heroes Del 5 De Mayo,72260,Hidalgo,Puebla,Puebla,Puebla,19.05833706,-98.19206907,2886
Epigmenio Gonzalez,76130,San Pablo,Santiago De Queretaro,Queretaro,Querétaro,20.61381476,-100.4039208,1483
San Roque,76130,San Pablo,Santiago De Queretaro,Queretaro,Querétaro,20.60400887,-100.4063784,1472
5 Sur,72420,Chulavista,Puebla,Puebla,Puebla,19.03343,-98.20907,2852
Av 5 De Febrero,76138,Felipe Carrillo Puerto,Santiago De Queretaro,Queretaro,Querétaro,20.62368533,-100.4219636,1449
Blvd Lopez Mateos  Nte,37161,*El Rosario,Leon,Leon,Guanajuato,21.16048065,-101.6831573,2215
Blvd Benito Juarez,22710,*Centro,Playas De Rosarito,Playas De Rosarito,Baja California,32.34075218,-117.0561534,741
Plateros,76148,Peñuelas,Santiago De Queretaro,Queretaro,Querétaro,20.63053766,-100.3957096,1530
Av Epigmenio Gonzalez,76150,Industrial La Montaña,Santiago De Queretaro,Queretaro,Querétaro,20.60427714,-100.4159461,1403
Tabachines,72490,Lomas De Castillotla,Puebla,Puebla,Puebla,18.98510316,-98.25156671,2893
Carr.Federal Atlixco,72470,Emiliano Zapata,Puebla,Puebla,Puebla,19.03385102,-98.2630911,2771
5 Sur,75480,Tecamachalco,Tecamachalco,Tecamachalco,Puebla,18.88174,-97.73195,2727
Carretera Nacional Tramo Valles Tampico Km. 5.7,79060,Las Aguilas,Ciudad Valles,Ciudad Valles,San Luis Potosí,21.97688343,-98.95650666,2059
Carretera Matehuala Saltillo,78700,Matehuala Centro,Matehuala,Matehuala,San Luis Potosí,23.67643709,-100.6291837,1997
Prolongacion Hidalgo,78700,Matehuala Centro,Matehuala,Matehuala,San Luis Potosí,23.66701653,-100.6453523,1990
Periferico Carlos Pellicer Camara Parcela 109,86029,Jose Maria Pino Suarez,Centro,Villahermosa,Tabasco,18.02695579,-92.93243262,2577
Paseo Usumacinta Esq 27 De Febrero,86036,El Aguila,Centro,Villahermosa,Tabasco,17.98251554,-92.93530972,2490
Paseo Usumacinta Esquina Chiapas,86050,Lindavista,Centro,Villahermosa,Tabasco,17.98900054,-92.94221346,2673
Blvd Ruiz Cortines Esq Calle Aries,86050,Loma Linda,Centro,Villahermosa,Tabasco,17.99363588,-92.94354436,2654
Carretera Villahermosa -  Escarcega Km 17+200,86280,*Dos Montes,Centro,Villahermosa,Tabasco,17.94855862,-92.78598564,2561
Boulevard Enrique Cabrera,80029,Pedregal Del Humaya,Culiacan,Culiacan,Sinaloa,24.83288199,-107.4080587,807
Blvd.Universitarios,80030,Burocrata,Culiacan,Culiacan,Sinaloa,24.83082407,-107.3888508,967
Boulevard Leyva Solano,80200,Miguel Aleman,Culiacan,Culiacan,Sinaloa,24.80286891,-107.3881454,847
Av.Ignacio Aldama,80230,Antonio Rosales,Culiacan,Culiacan,Sinaloa,24.79533446,-107.3863401,929
Carretera A Sanalona,80240,Guadalupe Victoria,Culiacan,Culiacan,Sinaloa,24.80097993,-107.3645531,914
Boulevard San Angel,80246,San Benito,Culiacan,Culiacan,Sinaloa,24.77249809,-107.3547042,981
Carretera Limoncito-Bachimeto,80335,Limoncito,Navolato,Navolato,Sinaloa,24.75750245,-107.7353035,842
Carretera Circuito Del Golfo Km 120,86470,Rio Seco 1Ra Secc,Cardenas,Cardenas,Tabasco,17.99888132,-93.3961401,2625
Ramon F.Iturbe Y Blvd.Calderon,81000,Guasave Centro,Guasave,Guasave,Sinaloa,25.57695936,-108.4655834,955
Blvd.16 De Septiembre Y Calle Constitucion,81000,Guasave Centro,Guasave,Guasave,Sinaloa,25.56944903,-108.463484,996
Periferico Ricardo Acuña Angles Antes Carlos Molin,86490,Calzada 1Ra Secc,Cardenas,Cardenas,Tabasco,17.99932959,-93.35458617,2684
Av Lazaro Cardenas Esq Aurelio Sosa Torres,86500,Cardenas Centro,Cardenas,Cardenas,Tabasco,17.99488034,-93.3774613,2624
Av Lazaro Cardenas Esq Ignacio Comonfort,86500,Cardenas Centro,Cardenas,Cardenas,Tabasco,17.98576231,-93.37807314,2578
Dr.De La Torre Y Heriberto Valdez,81040,Angel Flores,Guasave,Guasave,Sinaloa,25.55900217,-108.4721257,978
Carr. A El Dorado Km 15,80430,Costa Rica,Culiacan,Culiacan,Sinaloa,24.64312239,-107.4442079,823
Calle Benito Juarez Esquina Con Calle 5,81141,Bamoa,Guasave,Guasave,Sinaloa,25.71051295,-108.3080807,955
Carretera Bamoa-Guasave Y Calle Rio Sinaloa,81144,Nio,Guasave,Guasave,Sinaloa,25.6263238,-108.4031616,884
Ave.Alvaro Obregon Y Calle 20 De Noviembre,81170,Tamazula,Guasave,Guasave,Sinaloa,25.44588927,-108.4550236,900
Blvd.Centenario Y Blvd.Rosales,81200,Los Mochis Centro,Ahome,Los Mochis,Sinaloa,25.785529,-109.0048366,863
Blvd.Rosendo G.Castro,81200,Los Mochis Centro,Ahome,Los Mochis,Sinaloa,25.78292293,-108.9879007,871
Ignacio Zaragoza Y Rafael Buelna,81200,Los Mochis Centro,Ahome,Los Mochis,Sinaloa,25.79943652,-108.9861575,941
Blvd. Antonio Rosales Y Prolongacion Blvd. Revoluc,81210,Miguel Hidalgo,Ahome,Los Mochis,Sinaloa,25.82212465,-108.9776669,1036
Av. Adolfo Ruiz Cortinez,91769,Maria Esther Zuno De Echeverria,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.16588578,-96.15070638,2525
Calle Manati,91808,Condado Valle Dorado,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.21668928,-96.22560206,2675
Av. Rio Magdalena,91808,Granjas Del Rio Medio,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.20725153,-96.19505587,2633
Av.10 De Mayo Y Zaragoza,81223,Las Fuentes,Ahome,Los Mochis,Sinaloa,25.80525888,-108.9823593,1028
Carretera Internacional Mexico 15,81229,Jiquilpan,Ahome,Los Mochis,Sinaloa,25.82484074,-108.9661379,864
Blvd.Centenario Esquina Con Calle Sinaloa,81233,Mexico,Ahome,Los Mochis,Sinaloa,25.79957972,-109.0291991,815
Blvd. Zacatecas Y  Chihuahua,81236,Setenta Y Dos,Ahome,Los Mochis,Sinaloa,25.80556969,-109.0136096,1003
Blvd. Zacatecas Y Calle Nuevo Leon,81237,Estrella,Ahome,Los Mochis,Sinaloa,25.81017715,-109.0096909,870
Carretera Poza Rica Tihuatlan Km 8,92933,Lazaro Cardenas,Tihuatlan,Tihuatlan,Veracruz de Ignacio de la Llave,20.5921,-97.496,2579
Emiliano Zapata,91680,Ciudad Jose Cardel,La Antigua,La Antigua,Veracruz de Ignacio de la Llave,19.37044417,-96.37655481,2671
Calzada Manuel Clouhtier,91697,Tejeria,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.16793069,-96.2210451,2541
Laguna Real,91698,Las Bajadas,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.15140994,-96.15718927,2632
Circuito Florida,91698,Las Bajadas,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.15779956,-96.2068161,2651
Carretera Poza Rica-Veracruz Km 51+500,93557,De San Pancho,Gutierrez Zamora,Gutierrez Zamora,Veracruz de Ignacio de la Llave,20.44546498,-97.09258662,2683
Blvd.Rafael Murillo Vidal,92050,Centro,Tampico Alto,Tampico Alto,Veracruz de Ignacio de la Llave,22.1115901,-97.80133442,2556
Agraria,96600,Agua Dulce Centro,Agua Dulce,Agua Dulce,Veracruz de Ignacio de la Llave,18.14627966,-94.14259186,2548
General Prim,91700,Veracruz Centro,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.19548699,-96.13477602,2508
P. Suarez,91700,Veracruz Centro,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.18392922,-96.13927076,2616
Av. Cuauhtemoc,91700,Veracruz Centro,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.18328084,-96.1438275,2624
J.B Lobos,91713,Populares,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.17524601,-96.15194068,2526
Orquideas,91726,Dos Caminos,Veracruz,Veracruz,Veracruz de Ignacio de la Llave,19.18084172,-96.16857582,2588
Carretera Federal Cardenas Comalcalco Km 154+800,86650,Oriente 1Ra Secc,Comalcalco,Comalcalco,Tabasco,18.2565593,-93.21755847,2530
54,97000,Merida Centro,Merida,Merida,Yucatán,20.96510879,-89.61940776,2007
67,97000,Merida Centro,Merida,Merida,Yucatán,20.96254814,-89.61840801,2176
54,97000,Merida Centro,Merida,Merida,Yucatán,20.9626463,-89.61996796,2004
56,97000,Merida Centro,Merida,Merida,Yucatán,20.96308748,-89.62175543,2117
59,97000,Merida Centro,Merida,Merida,Yucatán,20.96841336,-89.62105473,2050
30,97070,Garcia Gineres,Merida,Merida,Yucatán,20.99353181,-89.63634535,2130
Carr. Internacional,85850,Allende,Navojoa,Navojoa,Sonora,27.0462501,-109.4377446,683
Boulevard Cuauhtémoc,85870,Juarez,Navojoa,Navojoa,Sonora,27.06797275,-109.4520213,668
16 De Septiembre,85900,Huatabampo Centro,Huatabampo,Huatabampo,Sonora,26.83210871,-109.6401608,592
Xicotencatl,80060,Las Quintas,Culiacan,Culiacan,Sinaloa,24.81608108,-107.3781403,801
Mariano Escobedo,80090,Miguel Hidalgo,Culiacan,Culiacan,Sinaloa,24.8036632,-107.3659511,1020
Blvd.Emiliano Zapata,80101,Centro Sct Sinaloa,Culiacan,Culiacan,Sinaloa,24.79323215,-107.414774,991
Blvd.Emiliano Zapata,80110,Lomas Del Boulevard,Culiacan,Culiacan,Sinaloa,24.78910684,-107.4281387,802
Av.Patria,80270,Diez De Mayo,Culiacan,Culiacan,Sinaloa,24.78002128,-107.3737905,818
Calzd.H.Colegio Militar,80290,Providencia,Culiacan,Culiacan,Sinaloa,24.7754334,-107.3666745,989
Carr.Costera Norte-Sur Km 5.5,80296,La Costera,Culiacan,Culiacan,Sinaloa,24.74790611,-107.4602739,964
Boulevard Luis Fernando Molina,80297,Cnop,Culiacan,Culiacan,Sinaloa,24.76735791,-107.371926,1013
Calle Oxigeno Esq Nitrogeno Lote 7 Mz 5,86010,Ciudad Industrial,Centro,Villahermosa,Tabasco,18.04017398,-92.90575747,2491
Andrea,80143,Privada La Estancia I,Culiacan,Culiacan,Sinaloa,24.75820232,-107.4603018,926
Carr. A Navolato,80143,Terranova,Culiacan,Culiacan,Sinaloa,24.77404829,-107.4540373,979
Av.Cruz Medina,80160,Industrial El Palmito,Culiacan,Culiacan,Sinaloa,24.77484462,-107.4335399,952
